atlas_relationship_id,source_phase,source_artifact,local_relationship_id,source_local_endpoint_id,target_local_endpoint_id,source_atlas_entity_id,target_atlas_entity_id,source_system_id,target_system_id,native_source_system_label,native_target_system_label,normalized_relationship_class,endpoint_role_source,endpoint_role_target,source_join_level,target_join_level,evidence_class,documented_or_inferred,source_id,evidence_strength,confidence,uncertainty_id,directionality,spatial_scale,temporal_basis,scenario_status,inference_basis,uncertainty,suitable_for_visualization,suitable_for_qualitative_reasoning,suitable_for_stress_test_propagation,suitable_for_quantitative_aggregation,Atlas_use,caveat
AR-11B-DEP-0025-WASTEWATER-910c3f86,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-wastewater,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
AR-11B-DEP-0025-ENERGY-8cc90bd7,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-energy,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0025-TRANSPORT-eb547bbd,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-transport,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_mi_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0025-CLIMATE-HAZARD-58c50310,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-climate_hazard,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0025-ENVIRONMENTAL-HEALTH-04e4cd94,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-environmental_health,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0025-ECOLOGY-LAND-c02f1ef0,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-ecology_land,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0025-BIOGEOCHEMICAL-979d4fa5,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-biogeochemical,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0025-HOUSING-INFRASTRUCTURE-cf66e4e5,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-housing_infrastructure,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0025-GOVERNANCE-e1cd6837,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-governance,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0026-WATER-e64ddf09,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-water,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0026-WASTEWATER-e4169755,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-wastewater,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
AR-11B-DEP-0026-ENERGY-f5abe298,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-energy,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0026-TRANSPORT-5abe8423,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-transport,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_mi_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0026-CLIMATE-HAZARD-697407e5,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-climate_hazard,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0026-ENVIRONMENTAL-HEALTH-709ceaa8,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-environmental_health,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0026-ECOLOGY-LAND-9b14f3ac,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-ecology_land,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0026-BIOGEOCHEMICAL-87b47432,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-biogeochemical,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0026-HOUSING-INFRASTRUCTURE-249c9538,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-housing_infrastructure,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0026-GOVERNANCE-6d792b5b,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0026-governance,MUNI-2623380,,ENT-POPULATION-MUNI-2623380,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0027-WATER-9741b6af,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0027-water,MUNI-2645420,,ENT-POPULATION-MUNI-2645420,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0027-WASTEWATER-c4991b37,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0027-wastewater,MUNI-2645420,,ENT-POPULATION-MUNI-2645420,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
